tournament,stage,matchday,player,player_id,team,team_id,kills,kill_share,raw_kill_share,team_average_placement,raw_team_average_placement,games,team_games,team_total_kills,lobby_kills,individual_lobby_placement,team_lobby_placements,team_lobby_kills,matchday_placement,player_matchday_rank,lobby_1_kills,lobby_2_kills,lobby_3_kills,individual_lobby_1_placement,individual_lobby_2_placement,individual_lobby_3_placement,team_lobby_1_placement,team_lobby_2_placement,team_lobby_3_placement,team_lobby_1_kills,team_lobby_2_kills,team_lobby_3_kills,ign,player_class,total_placement_points,total_kill_points,team_bonus_points,team_total_points,average_kills_per_game,raw_average_kills_per_game,total_damage,average_damage_per_game,average_accuracy
ELITE ESPORT,Standard,4,TOLU MARTINS,qiDPTJl18fmW4r6n11Pr,PREACHER X,tm_c0yc4xjf4,14,26.4,26.41509433962264,8.33,8.333333333333334,3,3,53,"{""1"":5,""2"":7,""3"":2}","{""1"":14,""2"":6,""3"":5}","{""1"":14,""2"":6,""3"":5}","{""1"":15,""2"":24,""3"":14}",10,31,5,7,2,14,6,5,14,6,5,15,24,14,PЯX・MARTINS,Class 1,42,106,0,148,4.67,4.666666666666667,0,0,0
ELITE ESPORT,Standard,4,JOJO,T2sK7jSZkJqKgLswvF1g,REMEDIUM INVICTUS,tm_kdh97vkx3,14,15.7,15.730337078651685,7,7,3,3,89,"{""1"":4,""2"":1,""3"":9}","{""1"":4,""2"":15,""3"":2}","{""1"":4,""2"":15,""3"":2}","{""1"":42,""2"":16,""3"":31}",1,32,4,1,9,4,15,2,4,15,2,42,16,31,水RDM・JOJO,Class 1,55,178,0,233,4.67,4.666666666666667,0,0,0
ELITE ESPORT,Standard,4,FLUFFY,zJzKvUNu4k0ilGg2ocCY,KYZON ESPORTS,tm_yvpteelv4,14,24.6,24.561403508771928,14,14,3,3,57,"{""1"":4,""2"":7,""3"":3}","{""1"":15,""2"":13,""3"":14}","{""1"":15,""2"":13,""3"":14}","{""1"":18,""2"":28,""3"":11}",8,33,4,7,3,15,13,14,15,13,14,18,28,11,ҞZ・FLUFF২ढ,Class 1,36,114,20,170,4.67,4.666666666666667,0,0,0
ELITE ESPORT,Standard,4,RUSTY,GQC099yRTvpPKG2zBXZD,⁠FAZE RAIDERS,VBWUGsiSMKIkkTYb3TSn,14,20.9,20.8955223880597,7,7,3,3,67,"{""1"":4,""2"":5,""3"":5}","{""1"":11,""2"":3,""3"":7}","{""1"":11,""2"":3,""3"":7}","{""1"":16,""2"":22,""3"":29}",5,34,4,5,5,11,3,7,11,3,7,16,22,29,ғZ RXSTY,Class 1,47,134,20,201,4.67,4.666666666666667,0,0,0
ELITE ESPORT,Standard,4,IDIVYNE,EUVvfZ1fKDe844RVNXE2,KYZON ESPORTS,tm_yvpteelv4,13,22.8,22.807017543859647,14,14,3,3,57,"{""1"":3,""2"":5,""3"":5}","{""1"":15,""2"":13,""3"":14}","{""1"":15,""2"":13,""3"":14}","{""1"":18,""2"":28,""3"":11}",8,35,3,5,5,15,13,14,15,13,14,18,28,11,ҞZ・DIVYNE২,Class 1,36,114,20,170,4.33,4.333333333333333,0,0,0
ELITE ESPORT,Standard,4,SAMMY,CRgmZpi6YPL39TOInRBz,LEGIONARIES,tm_ffc044d9o,12,30,30,12.67,12.666666666666666,3,3,40,"{""1"":0,""2"":12,""3"":0}","{""1"":18,""2"":1,""3"":19}","{""1"":18,""2"":1,""3"":19}","{""1"":7,""2"":29,""3"":4}",12,36,0,12,0,18,1,19,18,1,19,7,29,4,LGN • SAMMY.ﻬ,Class 1,51,80,0,131,4,4,0,0,0
ELITE ESPORT,Standard,4,YAMMI,mKbAZEsRT1eWe7ky4jci,PREACHER X,tm_c0yc4xjf4,12,22.6,22.641509433962266,8.33,8.333333333333334,3,3,53,"{""1"":2,""2"":6,""3"":4}","{""1"":14,""2"":6,""3"":5}","{""1"":14,""2"":6,""3"":5}","{""1"":15,""2"":24,""3"":14}",10,37,2,6,4,14,6,5,14,6,5,15,24,14,PЯX・YAMMI,Class 1,42,106,0,148,4,4,0,0,0
ELITE ESPORT,Standard,4,MONA,RjLod2c19OM2AXEUuMRx,VORTEX ONE,tm_4oss9tizq,12,15.4,15.384615384615385,10.33,10.333333333333334,2,3,78,"{""2"":10,""3"":2}","{""2"":2,""3"":9}","{""1"":20,""2"":2,""3"":9}","{""1"":2,""2"":44,""3"":32}",7,38,,10,2,,2,9,20,2,9,2,44,32,ADIGUN.VRX,Class 1,48,156,-30,174,6,6,0,0,0
ELITE ESPORT,Standard,4,LUDGER,PQAripc5A3a7tOZ5qHrY,CIAO HUNTERS X,tm_twhkzzdmf,12,20.3,20.33898305084746,9,9,3,3,59,"{""1"":1,""2"":6,""3"":5}","{""1"":9,""2"":7,""3"":11}","{""1"":9,""2"":7,""3"":11}","{""1"":14,""2"":28,""3"":17}",9,39,1,6,5,9,7,11,9,7,11,14,28,17,LUDGER.CHX,Class 1,42,118,0,160,4,4,0,0,0
ELITE ESPORT,Standard,4,A1,VOElYffXxZkcpmPLe4T4,MERCILESS ESPORTS,tm_sip25jqm7,11,12.2,12.222222222222221,10.33,10.333333333333334,3,3,90,"{""1"":5,""2"":6,""3"":0}","{""1"":7,""2"":16,""3"":8}","{""1"":7,""2"":16,""3"":8}","{""1"":31,""2"":25,""3"":34}",20,40,5,6,0,7,16,8,7,16,8,31,25,34,MŁ • A1,Class 1,38,180,-188,30,3.67,3.6666666666666665,0,0,0
ELITE ESPORT,Standard,4,RELAX OG,OKrAHDFNWaCteQUIc2bK,Vanguards Insurgents,BRjeTeB5jko6PQyzCcVM,11,47.8,47.82608695652174,13.67,13.666666666666666,3,3,23,"{""1"":3,""2"":7,""3"":1}","{""1"":16,""2"":8,""3"":17}","{""1"":16,""2"":8,""3"":17}","{""1"":8,""2"":13,""3"":2}",16,41,3,7,1,16,8,17,16,8,17,8,13,2,IƦ7.VNG,Class 1,31,46,0,77,3.67,3.6666666666666665,0,0,0
ELITE ESPORT,Standard,4,POISON,QZIn6rAU2CGPFbGbQu4v,GOAT ESPORT,tm_ws9x2fl5b,11,15.7,15.714285714285714,7,7,3,3,70,"{""1"":1,""2"":6,""3"":4}","{""1"":5,""2"":4,""3"":12}","{""1"":5,""2"":4,""3"":12}","{""1"":17,""2"":31,""3"":22}",4,42,1,6,4,5,4,12,5,4,12,17,31,22,毒GOAT POISON,Class 1,45,140,20,205,3.67,3.6666666666666665,0,0,0
ELITE ESPORT,Standard,4,CHEF PUNK,1LO5N9nzQfk09XHoISVW,PREACHER X,tm_c0yc4xjf4,11,20.8,20.754716981132077,8.33,8.333333333333334,3,3,53,"{""1"":3,""2"":5,""3"":3}","{""1"":14,""2"":6,""3"":5}","{""1"":14,""2"":6,""3"":5}","{""1"":15,""2"":24,""3"":14}",10,43,3,5,3,14,6,5,14,6,5,15,24,14,PЯX・CHEFPUNK,Class 1,42,106,0,148,3.67,3.6666666666666665,0,0,0
ELITE ESPORT,Standard,4,GENIUS,uuEZBl8ygzwctHZbKjGV,KYZON ESPORTS,tm_yvpteelv4,10,17.5,17.543859649122805,14,14,3,3,57,"{""1"":4,""2"":6,""3"":0}","{""1"":15,""2"":13,""3"":14}","{""1"":15,""2"":13,""3"":14}","{""1"":18,""2"":28,""3"":11}",8,44,4,6,0,15,13,14,15,13,14,18,28,11,ҞZ • CJACE ২,Class 1,36,114,20,170,3.33,3.3333333333333335,0,0,0
ELITE ESPORT,Standard,4,LEX,1BsT7yYJiDSyQMkjMinw,PARIS CHITUARI,tm_eoz9k9c4p,10,12.8,12.82051282051282,8.33,8.333333333333334,3,3,78,"{""1"":1,""2"":3,""3"":6}","{""1"":17,""2"":5,""3"":3}","{""1"":17,""2"":5,""3"":3}","{""1"":5,""2"":37,""3"":36}",6,45,1,3,6,17,5,3,17,5,3,5,37,36,PARIS LOST,Class 1,43,156,0,199,3.33,3.3333333333333335,0,0,0
ELITE ESPORT,Standard,4,KENOBI,pELJbpvr5LDNa3FC6EzA,WICKED ENTITIES,tm_n96zqds0m,10,20.8,20.833333333333336,11.67,11.666666666666666,3,3,48,"{""1"":4,""2"":6,""3"":0}","{""1"":6,""2"":9,""3"":20}","{""1"":6,""2"":9,""3"":20}","{""1"":19,""2"":26,""3"":3}",11,46,4,6,0,6,9,20,6,9,20,19,26,3,Ƹи丨KENOBI,Class 1,38,96,0,134,3.33,3.3333333333333335,0,0,0
ELITE ESPORT,Standard,4,POPE,EHyRjfeTvbYD9VvE9H1H,LEGIONARIES,tm_ffc044d9o,10,25,25,12.67,12.666666666666666,3,3,40,"{""1"":3,""2"":4,""3"":3}","{""1"":18,""2"":1,""3"":19}","{""1"":18,""2"":1,""3"":19}","{""1"":7,""2"":29,""3"":4}",12,47,3,4,3,18,1,19,18,1,19,7,29,4,LGN・ARSON,Class 1,51,80,0,131,3.33,3.3333333333333335,0,0,0
ELITE ESPORT,Standard,4,KABAL,CoXY5hzzw9FrsNyz2A13,DEVELOPERS,tm_w0a02yn8h,9,36,36,15,15,3,3,25,"{""1"":1,""2"":6,""3"":2}","{""1"":19,""2"":11,""3"":15}","{""1"":19,""2"":11,""3"":15}","{""1"":4,""2"":11,""3"":10}",15,48,1,6,2,19,11,15,19,11,15,4,11,10,KABALSKI.DXV,Class 1,32,50,0,82,3,3,0,0,0
ELITE ESPORT,Standard,4,NEMESIS,6lq8ySkqC6xbaUo6Erzq,CIAO HUNTERS X,tm_twhkzzdmf,9,15.3,15.254237288135593,9,9,3,3,59,"{""1"":3,""2"":6,""3"":0}","{""1"":9,""2"":7,""3"":11}","{""1"":9,""2"":7,""3"":11}","{""1"":14,""2"":28,""3"":17}",9,49,3,6,0,9,7,11,9,7,11,14,28,17,NEMESIS.CHX,Class 1,42,118,0,160,3,3,0,0,0
ELITE ESPORT,Standard,4,ITACHI,8GOX41vVXHYB1HR3LSNi,WICKED ENTITIES,tm_n96zqds0m,9,18.8,18.75,11.67,11.666666666666666,3,3,48,"{""1"":5,""2"":4,""3"":0}","{""1"":6,""2"":9,""3"":20}","{""1"":6,""2"":9,""3"":20}","{""1"":19,""2"":26,""3"":3}",11,50,5,4,0,6,9,20,6,9,20,19,26,3,Ƹи丨ZN,Class 1,38,96,0,134,3,3,0,0,0
ELITE ESPORT,Standard,4,CODGOD,dqr1RKopXDu3zfgmOqcY,LEGIONARIES,tm_ffc044d9o,8,20,20,12.67,12.666666666666666,3,3,40,"{""1"":0,""2"":8,""3"":0}","{""1"":18,""2"":1,""3"":19}","{""1"":18,""2"":1,""3"":19}","{""1"":7,""2"":29,""3"":4}",12,51,0,8,0,18,1,19,18,1,19,7,29,4,LGN・CODGOD宗,Class 1,51,80,0,131,2.67,2.6666666666666665,0,0,0
ELITE ESPORT,Standard,4,LORD,GmzCDwRsPaVr3ja9DMC3,DARED DEVILS,MtuQDKCIZ6DVLuBq6yCs,7,21.9,21.875,10.33,10.333333333333334,3,3,32,"{""1"":3,""2"":1,""3"":3}","{""1"":8,""2"":19,""3"":4}","{""1"":8,""2"":19,""3"":4}","{""1"":15,""2"":3,""3"":14}",13,52,3,1,3,8,19,4,8,19,4,15,3,14,的 FIVE,Class 1,41,64,20,125,2.33,2.3333333333333335,0,0,0
ELITE ESPORT,Standard,4,PAXTON,FUGIszfgldGTlpmWHGYL,Wicked Esports,siPv7Ygm9BKPZ5jHgV9j,7,31.8,31.818181818181817,16.33,16.333333333333332,3,3,22,"{""1"":3,""2"":3,""3"":1}","{""1"":13,""2"":18,""3"":18}","{""1"":13,""2"":18,""3"":18}","{""1"":14,""2"":5,""3"":3}",17,53,3,3,1,13,18,18,13,18,18,14,5,3,Ƹи丨WHYNOT.ढ,Class 1,28,44,0,72,2.33,2.3333333333333335,0,0,0
ELITE ESPORT,Standard,4,SAAD,3nkvxUfrlGX1jG36oXAN,Vanguards Insurgents,BRjeTeB5jko6PQyzCcVM,7,30.4,30.434782608695656,13.67,13.666666666666666,3,3,23,"{""1"":3,""2"":3,""3"":1}","{""1"":16,""2"":8,""3"":17}","{""1"":16,""2"":8,""3"":17}","{""1"":8,""2"":13,""3"":2}",16,54,3,3,1,16,8,17,16,8,17,8,13,2,S•VNG,Class 1,31,46,0,77,2.33,2.3333333333333335,0,0,0
ELITE ESPORT,Standard,4,LOVE,lEIbmv2Nb4W1hCF2WYdI,Findigo Mirage,DfsCHneTL900q2o2ZCT6,7,36.8,36.84210526315789,11.33,11.333333333333334,3,3,19,"{""1"":2,""2"":2,""3"":3}","{""1"":10,""2"":14,""3"":10}","{""1"":10,""2"":14,""3"":10}","{""1"":5,""2"":5,""3"":9}",19,55,2,2,3,10,14,10,10,14,10,5,5,9,GLITCH,Class 1,36,38,-30,44,2.33,2.3333333333333335,0,0,0
ELITE ESPORT,Standard,4,BOYKA,44JH5GEBQ3Oseh8xchJd,Wicked Esports,siPv7Ygm9BKPZ5jHgV9j,7,31.8,31.818181818181817,16.33,16.333333333333332,3,3,22,"{""1"":5,""2"":1,""3"":1}","{""1"":13,""2"":18,""3"":18}","{""1"":13,""2"":18,""3"":18}","{""1"":14,""2"":5,""3"":3}",17,56,5,1,1,13,18,18,13,18,18,14,5,3,Ƹи丨BOYKAढ,Class 1,28,44,0,72,2.33,2.3333333333333335,0,0,0
ELITE ESPORT,Standard,4,BIRAYTI,3Vtf30EajVEnEAAnX7CH,Marines Cartel,o7Dp7knjVTxhemRjJF7R,6,40,40,15,15,3,3,15,"{""1"":3,""2"":1,""3"":2}","{""1"":12,""2"":20,""3"":13}","{""1"":12,""2"":20,""3"":13}","{""1"":9,""2"":3,""3"":3}",18,57,3,1,2,12,20,13,12,20,13,9,3,3,¹LT丨FAAAHHHH,Class 1,32,30,0,62,2,2,0,0,0
ELITE ESPORT,Standard,4,ODOGWU,EL0jkB2u1HR36UhBAUWa,DEVELOPERS,tm_w0a02yn8h,6,24,24,15,15,3,3,25,"{""1"":1,""2"":2,""3"":3}","{""1"":19,""2"":11,""3"":15}","{""1"":19,""2"":11,""3"":15}","{""1"":4,""2"":11,""3"":10}",15,58,1,2,3,19,11,15,19,11,15,4,11,10,GOATED .DXV,Class 1,32,50,0,82,2,2,0,0,0
ELITE ESPORT,Standard,4,SUSRUSKI,vBXOB9nZFg2ugM7IThLa,DARED DEVILS,MtuQDKCIZ6DVLuBq6yCs,5,15.6,15.625,10.33,10.333333333333334,3,3,32,"{""1"":3,""2"":0,""3"":2}","{""1"":8,""2"":19,""3"":4}","{""1"":8,""2"":19,""3"":4}","{""1"":15,""2"":3,""3"":14}",13,59,3,0,2,8,19,4,8,19,4,15,3,14,的SUSRUSKI,Class 1,41,64,20,125,1.67,1.6666666666666667,0,0,0
ELITE ESPORT,Standard,4,SNOW,d1Yob4KUrJTjdjDvMOOk,Findigo Mirage,DfsCHneTL900q2o2ZCT6,5,26.3,26.31578947368421,11.33,11.333333333333334,2,3,19,"{""1"":1,""3"":4}","{""1"":10,""3"":10}","{""1"":10,""2"":14,""3"":10}","{""1"":5,""2"":5,""3"":9}",19,60,1,,4,10,,10,10,14,10,5,5,9,SNOWSZN・¹F¡,Class 1,36,38,-30,44,2.5,2.5,0,0,0
ELITE ESPORT,Standard,4,LIONFACE,PMOZmTbjtV7Jea8FMW8Y,Marines Cartel,o7Dp7knjVTxhemRjJF7R,5,33.3,33.33333333333333,15,15,3,3,15,"{""1"":3,""2"":2,""3"":0}","{""1"":12,""2"":20,""3"":13}","{""1"":12,""2"":20,""3"":13}","{""1"":9,""2"":3,""3"":3}",18,61,3,2,0,12,20,13,12,20,13,9,3,3,¹LT丨DADDYLION,Class 1,32,30,0,62,1.67,1.6666666666666667,0,0,0
ELITE ESPORT,Standard,4,LYON,rsul2CWwdEzEvzuOnnFu,DEVELOPERS,tm_w0a02yn8h,5,20,20,15,15,3,3,25,"{""1"":2,""2"":2,""3"":1}","{""1"":19,""2"":11,""3"":15}","{""1"":19,""2"":11,""3"":15}","{""1"":4,""2"":11,""3"":10}",15,62,2,2,1,19,11,15,19,11,15,4,11,10,CHASE.DXV,Class 1,32,50,0,82,1.67,1.6666666666666667,0,0,0
ELITE ESPORT,Standard,4,LUZY..,IBjxzcpDIbXJfXjbGIJt,Wicked Esports,siPv7Ygm9BKPZ5jHgV9j,4,18.2,18.181818181818183,16.33,16.333333333333332,3,3,22,"{""1"":2,""2"":0,""3"":2}","{""1"":13,""2"":18,""3"":18}","{""1"":13,""2"":18,""3"":18}","{""1"":14,""2"":5,""3"":3}",17,63,2,0,2,13,18,18,13,18,18,14,5,3,Ƹи丨HOWढ,Class 1,28,44,0,72,1.33,1.3333333333333333,0,0,0
ELITE ESPORT,Standard,4,MISTER,OT3OYiHhLhCCGE6fPU7c,Findigo Mirage,DfsCHneTL900q2o2ZCT6,4,21.1,21.052631578947366,11.33,11.333333333333334,3,3,19,"{""1"":1,""2"":1,""3"":2}","{""1"":10,""2"":14,""3"":10}","{""1"":10,""2"":14,""3"":10}","{""1"":5,""2"":5,""3"":9}",19,64,1,1,2,10,14,10,10,14,10,5,5,9,*MISTER・¹F¡,Class 1,36,38,-30,44,1.33,1.3333333333333333,0,0,0
ELITE ESPORT,Standard,4,EDDIE,PZDmwqcvB8vDIOHHB11e,DARED DEVILS,MtuQDKCIZ6DVLuBq6yCs,4,12.5,12.5,10.33,10.333333333333334,3,3,32,"{""1"":1,""2"":1,""3"":2}","{""1"":8,""2"":19,""3"":4}","{""1"":8,""2"":19,""3"":4}","{""1"":15,""2"":3,""3"":14}",13,65,1,1,2,8,19,4,8,19,4,15,3,14,的EDDIERETIRED,Class 1,41,64,20,125,1.33,1.3333333333333333,0,0,0
ELITE ESPORT,Standard,4,YUMI,gf2ax5f84KAKtEyDdxTQ,Wicked Esports,siPv7Ygm9BKPZ5jHgV9j,4,18.2,18.181818181818183,16.33,16.333333333333332,3,3,22,"{""1"":2,""2"":2,""3"":0}","{""1"":13,""2"":18,""3"":18}","{""1"":13,""2"":18,""3"":18}","{""1"":14,""2"":5,""3"":3}",17,66,2,2,0,13,18,18,13,18,18,14,5,3,Ƹи丨YUMIढ,Class 1,28,44,0,72,1.33,1.3333333333333333,0,0,0
ELITE ESPORT,Standard,4,MR P,kl2hoTAKjBPgfOMMvkKH,DEVELOPERS,tm_w0a02yn8h,4,16,16,15,15,1,3,25,"{""3"":4}","{""3"":15}","{""1"":19,""2"":11,""3"":15}","{""1"":4,""2"":11,""3"":10}",15,67,,,4,,,15,19,11,15,4,11,10,MR P.DXV,Class 1,32,50,0,82,4,4,0,0,0
ELITE ESPORT,Standard,4,FINDIGO,ccYYdD7vIbp47umWzOpl,Findigo Mirage,DfsCHneTL900q2o2ZCT6,3,15.8,15.789473684210526,11.33,11.333333333333334,3,3,19,"{""1"":1,""2"":2,""3"":0}","{""1"":10,""2"":14,""3"":10}","{""1"":10,""2"":14,""3"":10}","{""1"":5,""2"":5,""3"":9}",19,68,1,2,0,10,14,10,10,14,10,5,5,9,FINDIGO・¹F¡,Class 1,36,38,-30,44,1,1,0,0,0
ELITE ESPORT,Standard,4,FOCUS.OP,5ViJDzyEADuv7oLkyovF,Vanguards Insurgents,BRjeTeB5jko6PQyzCcVM,3,13,13.043478260869565,13.67,13.666666666666666,3,3,23,"{""1"":2,""2"":1,""3"":0}","{""1"":16,""2"":8,""3"":17}","{""1"":16,""2"":8,""3"":17}","{""1"":8,""2"":13,""3"":2}",16,69,2,1,0,16,8,17,16,8,17,8,13,2,IƑ1•VNG,Class 1,31,46,0,77,1,1,0,0,0
ELITE ESPORT,Standard,4,ASTA,9tj8Qi73oNFm434Qj6Ui,GOAT ESPORT,tm_ws9x2fl5b,2,2.9,2.857142857142857,7,7,1,3,70,"{""1"":2}","{""1"":5}","{""1"":5,""2"":4,""3"":12}","{""1"":17,""2"":31,""3"":22}",4,70,2,,,5,,,5,4,12,17,31,22,毒GOAT PRIDE,Class 1,45,140,20,205,2,2,0,0,0
ELITE ESPORT,Standard,4,IMPROVE,Lm6IiiI1Kfp94RSmCvd5,Vanguards Insurgents,BRjeTeB5jko6PQyzCcVM,2,8.7,8.695652173913043,13.67,13.666666666666666,3,3,23,"{""1"":0,""2"":2,""3"":0}","{""1"":16,""2"":8,""3"":17}","{""1"":16,""2"":8,""3"":17}","{""1"":8,""2"":13,""3"":2}",16,71,0,2,0,16,8,17,16,8,17,8,13,2,YAMMII •VNG,Class 1,31,46,0,77,0.67,0.6666666666666666,0,0,0
ELITE ESPORT,Standard,4,OSASONTT,8Q8u8EfvZ4ZMHbhGPNZA,Marines Cartel,o7Dp7knjVTxhemRjJF7R,2,13.3,13.333333333333334,15,15,2,3,15,"{""1"":2,""2"":0}","{""1"":12,""2"":20}","{""1"":12,""2"":20,""3"":13}","{""1"":9,""2"":3,""3"":3}",18,72,2,0,,12,20,,12,20,13,9,3,3,¹LT丨OSASONTT,Class 1,32,30,0,62,1,1,0,0,0
ELITE ESPORT,Standard,4,PERRY,UArtKsSm8JO1hOVB5ULd,Marines Cartel,o7Dp7knjVTxhemRjJF7R,1,6.7,6.666666666666667,15,15,1,3,15,"{""3"":1}","{""3"":13}","{""1"":12,""2"":20,""3"":13}","{""1"":9,""2"":3,""3"":3}",18,73,,,1,,,13,12,20,13,9,3,3,¹LT丨PARIS • M,Class 1,32,30,0,62,1,1,0,0,0
ELITE ESPORT,Standard,4,CPTRICHY,0Gq1L60Kz9PnkIVJpWIk,Marines Cartel,o7Dp7knjVTxhemRjJF7R,1,6.7,6.666666666666667,15,15,2,3,15,"{""1"":1,""2"":0}","{""1"":12,""2"":20}","{""1"":12,""2"":20,""3"":13}","{""1"":9,""2"":3,""3"":3}",18,74,1,0,,12,20,,12,20,13,9,3,3,¹LT丨SCRIPT,Class 1,32,30,0,62,0.5,0.5,0,0,0
ELITE ESPORT,Standard,4,NURUTA,UiCvqj6uu4EoGsvi2kLs,DEVELOPERS,tm_w0a02yn8h,1,4,4,15,15,2,3,25,"{""1"":0,""2"":1}","{""1"":19,""2"":11}","{""1"":19,""2"":11,""3"":15}","{""1"":4,""2"":11,""3"":10}",15,75,0,1,,19,11,,19,11,15,4,11,10,NURUTATADXV,Class 1,32,50,0,82,0.5,0.5,0,0,0
ELITE ESPORT,Standard,4,DAVLIEN,B11aFzLHBG1YcrCZHV68,Marines Cartel,o7Dp7knjVTxhemRjJF7R,0,0,0,15,15,1,3,15,"{""3"":0}","{""3"":13}","{""1"":12,""2"":20,""3"":13}","{""1"":9,""2"":3,""3"":3}",18,76,,,0,,,13,12,20,13,9,3,3,DAVLIEN.IN.¹LT,Class 1,32,30,0,62,0,0,0,0,0
ELITE ESPORT,Standard,4,CODGHOST,AZdZ5MvPMJMZep4m3bBN,FEARLESS WARRIORS,tm_rgqdo8wje,0,0,0,4,4,1,3,65,"{""1"":0}","{""1"":1}","{""1"":1,""2"":10,""3"":1}","{""1"":25,""2"":20,""3"":20}",3,77,0,,,1,,,1,10,1,25,20,20,ƑW・7.,Class 1,82,130,0,212,0,0,0,0,0
ELITE ESPORT,Standard,5,APOSTLE,L1LKfVKd47rwlshv2vY1,CIAO HUNTERS X,tm_twhkzzdmf,13,40.6,40.625,3.67,3.6666666666666665,3,3,32,"{""1"":4,""2"":6,""3"":3}","{""1"":9,""2"":1,""3"":1}","{""1"":9,""2"":1,""3"":1}","{""1"":7,""2"":12,""3"":13}",1,1,4,6,3,9,1,1,9,1,1,7,12,13,ZN APYT.CHX,Class 1,85,64,0,149,4.33,4.333333333333333,0,0,0
ELITE ESPORT,Standard,5,FLUFFY,zJzKvUNu4k0ilGg2ocCY,KYZON ESPORTS,tm_yvpteelv4,12,38.7,38.70967741935484,5.67,5.666666666666667,3,3,31,"{""1"":11,""2"":0,""3"":1}","{""1"":1,""2"":9,""3"":7}","{""1"":1,""2"":9,""3"":7}","{""1"":26,""2"":1,""3"":4}",2,2,11,0,1,1,9,7,1,9,7,26,1,4,ҞZ・FLUFF২ढ,Class 1,65,62,0,127,4,4,0,0,0
ELITE ESPORT,Standard,5,LEX,1BsT7yYJiDSyQMkjMinw,PARIS CHITUARI,tm_eoz9k9c4p,11,28.9,28.947368421052634,7.67,7.666666666666667,3,3,38,"{""1"":0,""2"":6,""3"":5}","{""1"":17,""2"":3,""3"":3}","{""1"":17,""2"":3,""3"":3}","{""1"":4,""2"":17,""3"":17}",18,3,0,6,5,17,3,3,17,3,3,4,17,17,PARIS LOST,Class 1,48,76,-152,-28,3.67,3.6666666666666665,0,0,0
ELITE ESPORT,Standard,5,JOZZY,FdJ3rIlmedcTFhzRruvA,PARIS CHITUARI,tm_eoz9k9c4p,11,28.9,28.947368421052634,7.67,7.666666666666667,3,3,38,"{""1"":2,""2"":7,""3"":2}","{""1"":17,""2"":3,""3"":3}","{""1"":17,""2"":3,""3"":3}","{""1"":4,""2"":17,""3"":17}",18,4,2,7,2,17,3,3,17,3,3,4,17,17,۶PARIS JOZZY,Class 1,48,76,-152,-28,3.67,3.6666666666666665,0,0,0
ELITE ESPORT,Standard,5,MOVEMENT,zbgasCEzQ3XBmq26KwCr,DEVELOPERS,tm_w0a02yn8h,10,50,50,6,6,3,3,20,"{""1"":4,""2"":5,""3"":1}","{""1"":4,""2"":5,""3"":9}","{""1"":4,""2"":5,""3"":9}","{""1"":5,""2"":13,""3"":2}",5,5,4,5,1,4,5,9,4,5,9,5,13,2,MOVEMENT..DXV,Class 1,48,40,0,88,3.33,3.3333333333333335,0,0,0
ELITE ESPORT,Standard,5,SUSMEDIC,qNv71p42rEEps23BrUvF,CIAO HUNTERS X,tm_twhkzzdmf,8,25,25,3.67,3.6666666666666665,3,3,32,"{""1"":1,""2"":3,""3"":4}","{""1"":9,""2"":1,""3"":1}","{""1"":9,""2"":1,""3"":1}","{""1"":7,""2"":12,""3"":13}",1,6,1,3,4,9,1,1,9,1,1,7,12,13,SUSMEDIC.CHX,Class 1,85,64,0,149,2.67,2.6666666666666665,0,0,0
ELITE ESPORT,Standard,5,COLDSKI,ZMq7kz2SSMfPugtDW1dB,KYZON ESPORTS,tm_yvpteelv4,8,25.8,25.806451612903224,5.67,5.666666666666667,3,3,31,"{""1"":7,""2"":0,""3"":1}","{""1"":1,""2"":9,""3"":7}","{""1"":1,""2"":9,""3"":7}","{""1"":26,""2"":1,""3"":4}",2,7,7,0,1,1,9,7,1,9,7,26,1,4,ҞZ・COLDSKI,Class 1,65,62,0,127,2.67,2.6666666666666665,0,0,0
ELITE ESPORT,Standard,5,GAARA,frAw1ZokwwidsPGWguSM,ENVY 7 ONE,tm_ubz3oae5j,8,42.1,42.10526315789473,8.33,8.333333333333334,3,3,19,"{""1"":0,""2"":6,""3"":2}","{""1"":6,""2"":4,""3"":15}","{""1"":6,""2"":4,""3"":15}","{""1"":1,""2"":14,""3"":4}",8,8,0,6,2,6,4,15,6,4,15,1,14,4,GAARA.SVN¹,Class 1,45,38,0,83,2.67,2.6666666666666665,0,0,0
ELITE ESPORT,Standard,5,LARRYCODM,IsJGFwRijyY55ezUgJMG,PARIS CHITUARI,tm_eoz9k9c4p,8,21.1,21.052631578947366,7.67,7.666666666666667,3,3,38,"{""1"":1,""2"":3,""3"":4}","{""1"":17,""2"":3,""3"":3}","{""1"":17,""2"":3,""3"":3}","{""1"":4,""2"":17,""3"":17}",18,9,1,3,4,17,3,3,17,3,3,4,17,17,PARIS LARRY,Class 1,48,76,-152,-28,2.67,2.6666666666666665,0,0,0
