tournament,stage,matchday,player,player_id,team,team_id,kills,kill_share,raw_kill_share,team_average_placement,raw_team_average_placement,games,team_games,team_total_kills,lobby_kills,individual_lobby_placement,team_lobby_placements,team_lobby_kills,matchday_placement,player_matchday_rank,lobby_1_kills,lobby_2_kills,lobby_3_kills,individual_lobby_1_placement,individual_lobby_2_placement,individual_lobby_3_placement,team_lobby_1_placement,team_lobby_2_placement,team_lobby_3_placement,team_lobby_1_kills,team_lobby_2_kills,team_lobby_3_kills,ign,player_class,total_placement_points,total_kill_points,team_bonus_points,team_total_points,average_kills_per_game,raw_average_kills_per_game,total_damage,average_damage_per_game,average_accuracy
FRIENDS OR FOES,Standard,4,5G,mnKVwBUXcwHsOVSLfF7Z,KYZON ALLIANCE,tm_3fapr2cz9,3,11.1,11.11111111111111,18.33,18.333333333333332,1,3,27,"{""1"":3}","{""1"":19}","{""1"":19,""2"":19,""3"":17}","{""1"":14,""2"":3,""3"":10}",20,86,3,,,19,,,19,19,17,14,3,10,ҞZ 5G,Class 1,30,108,0,138,3,3,0,0,0
FRIENDS OR FOES,Standard,4,SWAG,I0zrbJubS6A7RBMX0C3e,Narcissist,ukMz1QObm2RORWQOa9dc,3,2.9,2.857142857142857,7,7,1,3,105,"{""1"":3}","{""1"":12}","{""1"":12,""2"":5,""3"":4}","{""1"":32,""2"":41,""3"":32}",1,87,3,,,12,,,12,5,4,32,41,32,SWAG??口,Class 1,80,420,0,500,3,3,0,0,0
FRIENDS OR FOES,Standard,4,STEYNTT,QbdL2ROba57WR1rfaKST,CIAO GUARDIANS,xZgUbwrDC2TK3wcpPUY3,2,6.1,6.0606060606060606,13,13,2,3,33,"{""1"":1,""3"":1}","{""1"":7,""3"":15}","{""1"":7,""2"":17,""3"":15}","{""1"":12,""2"":11,""3"":10}",18,88,1,,1,7,,15,7,17,15,12,11,10,Ƙ STEYNTT.CHX,Class 1,45,132,0,177,1,1,0,0,0
FRIENDS OR FOES,Standard,4,GRINDER,wl39tvfMLWADTnQOjkTP,BROTHERHOOD,ORtlxzvsOKPEjdtaekig,2,3.4,3.389830508474576,8.67,8.666666666666666,1,3,59,"{""1"":2}","{""1"":10}","{""1"":10,""2"":8,""3"":8}","{""1"":18,""2"":25,""3"":16}",11,89,2,,,10,,,10,8,8,18,25,16,BH GRINDER,Class 1,60,236,0,296,2,2,0,0,0
FRIENDS OR FOES,Standard,4,ZINOPLAYS,yWni6juo4WjqiGJF3jyo,CIAO GUARDIANS,xZgUbwrDC2TK3wcpPUY3,0,0,0,13,13,1,3,33,"{""2"":0}","{""2"":17}","{""1"":7,""2"":17,""3"":15}","{""1"":12,""2"":11,""3"":10}",18,90,,0,,,17,,7,17,15,12,11,10,ZPYT۶.CHX,Class 1,45,132,0,177,0,0,0,0,0
FRIENDS OR FOES,Standard,4,OLATOMI,9JIRvwr8nFeyEXR4as0b,7G NEW TAKERS,NpKzXoJZdBhUMOLnmCxj,0,0,0,13,13,1,3,23,"{""1"":0}","{""1"":20}","{""1"":20,""2"":13,""3"":6}","{""1"":3,""2"":4,""3"":16}",21,91,0,,,20,,,20,13,6,3,4,16,7Ɠ・丨¹KXRMA,Class 1,45,92,0,137,0,0,0,0,0
FRIENDS OR FOES,Standard,5,ICONIC,Bupc8GCd3yBuLtWbFou4,KYZON ALLIANCE,tm_3fapr2cz9,32,38.1,38.095238095238095,10,10,3,3,84,"{""1"":11,""2"":12,""3"":9}","{""1"":17,""2"":4,""3"":9}","{""1"":17,""2"":4,""3"":9}","{""1"":28,""2"":34,""3"":22}",3,1,11,12,9,17,4,9,17,4,9,28,34,22,KZ GIANNA,Class 1,65,336,0,401,10.67,10.666666666666666,0,0,0
FRIENDS OR FOES,Standard,5,CODGHOST,AZdZ5MvPMJMZep4m3bBN,Narcissist,ukMz1QObm2RORWQOa9dc,30,28.6,28.57142857142857,8.33,8.333333333333334,3,3,105,"{""1"":12,""2"":7,""3"":11}","{""1"":7,""2"":10,""3"":8}","{""1"":7,""2"":10,""3"":8}","{""1"":30,""2"":31,""3"":44}",1,2,12,7,11,7,10,8,7,10,8,30,31,44,口7,Class 1,60,420,0,480,10,10,0,0,0
FRIENDS OR FOES,Standard,5,FATHERALI,lQ3oUgLHQF7EsyPL3mFJ,VORTEX ONE,tm_4oss9tizq,29,34.1,34.11764705882353,10.67,10.666666666666666,3,3,85,"{""1"":6,""2"":22,""3"":1}","{""1"":5,""2"":6,""3"":21}","{""1"":5,""2"":6,""3"":21}","{""1"":27,""2"":56,""3"":2}",5,3,6,22,1,5,6,21,5,6,21,27,56,2,DEMON.VRX,Class 1,55,340,0,395,9.67,9.666666666666666,0,0,0
FRIENDS OR FOES,Standard,5,SENÕR J,ycTWfDj2OJDBcpjn5DKa,MAIN CHARACTERS OG,tm_mgol0xhrx,28,37.3,37.333333333333336,5.33,5.333333333333333,3,3,75,"{""1"":7,""2"":10,""3"":11}","{""1"":3,""2"":2,""3"":11}","{""1"":3,""2"":2,""3"":11}","{""1"":30,""2"":20,""3"":25}",4,4,7,10,11,3,2,11,3,2,11,30,20,25,MC丨DELYNA,Class 1,100,300,0,400,9.33,9.333333333333334,0,0,0
FRIENDS OR FOES,Standard,5,GAARA,frAw1ZokwwidsPGWguSM,ENVY 7 ONE,tm_ubz3oae5j,27,30.7,30.681818181818183,8,8,3,3,88,"{""1"":12,""2"":7,""3"":8}","{""1"":6,""2"":11,""3"":7}","{""1"":6,""2"":11,""3"":7}","{""1"":34,""2"":27,""3"":27}",2,5,12,7,8,6,11,7,6,11,7,34,27,27,GAARA.SVN¹,Class 1,55,352,0,407,9,9,0,0,0
FRIENDS OR FOES,Standard,5,REMO,dYruCjqNO7qAYaIBjTDt,Narcissist,ukMz1QObm2RORWQOa9dc,25,23.8,23.809523809523807,8.33,8.333333333333334,3,3,105,"{""1"":6,""2"":7,""3"":12}","{""1"":7,""2"":10,""3"":8}","{""1"":7,""2"":10,""3"":8}","{""1"":30,""2"":31,""3"":44}",1,6,6,7,12,7,10,8,7,10,8,30,31,44,口SWEATYREREﻬ,Class 1,60,420,0,480,8.33,8.333333333333334,0,0,0
FRIENDS OR FOES,Standard,5,BRANDON,rrHKtFIklquwAlLsk8vF,Narcissist,ukMz1QObm2RORWQOa9dc,25,23.8,23.809523809523807,8.33,8.333333333333334,3,3,105,"{""1"":8,""2"":6,""3"":11}","{""1"":7,""2"":10,""3"":8}","{""1"":7,""2"":10,""3"":8}","{""1"":30,""2"":31,""3"":44}",1,7,8,6,11,7,10,8,7,10,8,30,31,44,口PANCAKE,Class 1,60,420,0,480,8.33,8.333333333333334,0,0,0
FRIENDS OR FOES,Standard,5,PAGANINI,APlTtB3VKt0P7QlbaYHA,ENVY 7 ONE,tm_ubz3oae5j,25,28.4,28.40909090909091,8,8,3,3,88,"{""1"":9,""2"":5,""3"":11}","{""1"":6,""2"":11,""3"":7}","{""1"":6,""2"":11,""3"":7}","{""1"":34,""2"":27,""3"":27}",2,8,9,5,11,6,11,7,6,11,7,34,27,27,SIX.SVN,Class 1,55,352,0,407,8.33,8.333333333333334,0,0,0
FRIENDS OR FOES,Standard,5,SWAYZE,qefoLXaT9gaO2ycKQocy,Narcissist,ukMz1QObm2RORWQOa9dc,25,23.8,23.809523809523807,8.33,8.333333333333334,3,3,105,"{""1"":4,""2"":11,""3"":10}","{""1"":7,""2"":10,""3"":8}","{""1"":7,""2"":10,""3"":8}","{""1"":30,""2"":31,""3"":44}",1,9,4,11,10,7,10,8,7,10,8,30,31,44,口ISWAYZETT,Class 1,60,420,0,480,8.33,8.333333333333334,0,0,0
FRIENDS OR FOES,Standard,5,CODGOD,dqr1RKopXDu3zfgmOqcY,VORTEX ONE,tm_4oss9tizq,24,28.2,28.235294117647058,10.67,10.666666666666666,3,3,85,"{""1"":10,""2"":14,""3"":0}","{""1"":5,""2"":6,""3"":21}","{""1"":5,""2"":6,""3"":21}","{""1"":27,""2"":56,""3"":2}",5,10,10,14,0,5,6,21,5,6,21,27,56,2,CODGOD.VRX,Class 1,55,340,0,395,8,8,0,0,0
FRIENDS OR FOES,Standard,5,COLDSKI,ZMq7kz2SSMfPugtDW1dB,KYZON ESPORTS,tm_yvpteelv4,22,34.4,34.375,14.33,14.333333333333334,3,3,64,"{""1"":7,""2"":11,""3"":4}","{""1"":12,""2"":12,""3"":19}","{""1"":12,""2"":12,""3"":19}","{""1"":26,""2"":31,""3"":7}",8,11,7,11,4,12,12,19,12,12,19,26,31,7,ҞZ・COLDSKI,Class 1,40,256,0,296,7.33,7.333333333333333,0,0,0
FRIENDS OR FOES,Standard,5,TRAUMA,mRdFfQB7p8thuw53PwWL,TEAM X,D2dU5QVY9U6g9t3bKk9C,21,31.3,31.343283582089555,5,5,3,3,67,"{""1"":10,""2"":5,""3"":6}","{""1"":2,""2"":8,""3"":5}","{""1"":2,""2"":8,""3"":5}","{""1"":38,""2"":14,""3"":15}",6,12,10,5,6,2,8,5,2,8,5,38,14,15,叶°TRAUMA,Class 1,95,268,0,363,7,7,0,0,0
FRIENDS OR FOES,Standard,5,SLY,j39wPvPuSoMq1TOb78Ih,TEAM X,D2dU5QVY9U6g9t3bKk9C,21,31.3,31.343283582089555,5,5,3,3,67,"{""1"":12,""2"":3,""3"":6}","{""1"":2,""2"":8,""3"":5}","{""1"":2,""2"":8,""3"":5}","{""1"":38,""2"":14,""3"":15}",6,13,12,3,6,2,8,5,2,8,5,38,14,15,叶°SLY,Class 1,95,268,0,363,7,7,0,0,0
FRIENDS OR FOES,Standard,5,APOLLO,tHmxoGylXYBAT5j7XhRQ,CIAO GUARDIANS,xZgUbwrDC2TK3wcpPUY3,20,71.4,71.42857142857143,12,12,3,3,28,"{""1"":6,""2"":8,""3"":6}","{""1"":1,""2"":21,""3"":14}","{""1"":1,""2"":21,""3"":14}","{""1"":22,""2"":0,""3"":6}",18,14,6,8,6,1,21,14,1,21,14,22,0,6,APOLLOYT.CHX,Class 1,70,112,0,182,6.67,6.666666666666667,0,0,0
FRIENDS OR FOES,Standard,5,NEGAN,MZpEVrmRkAAV37WP7AsF,MAIN CHARACTERS OG,tm_mgol0xhrx,20,26.7,26.666666666666668,5.33,5.333333333333333,3,3,75,"{""1"":12,""2"":1,""3"":7}","{""1"":3,""2"":2,""3"":11}","{""1"":3,""2"":2,""3"":11}","{""1"":30,""2"":20,""3"":25}",4,15,12,1,7,3,2,11,3,2,11,30,20,25,水RDM・NEGAN,Transferred In,100,300,0,400,6.67,6.666666666666667,0,0,0
FRIENDS OR FOES,Standard,5,SOG,B9K5pOOLE39QnCqnDNHY,ENVY 7 ONE,tm_ubz3oae5j,19,21.6,21.59090909090909,8,8,3,3,88,"{""1"":7,""2"":8,""3"":4}","{""1"":6,""2"":11,""3"":7}","{""1"":6,""2"":11,""3"":7}","{""1"":34,""2"":27,""3"":27}",2,16,7,8,4,6,11,7,6,11,7,34,27,27,SOG.SVN¹,Class 1,55,352,0,407,6.33,6.333333333333333,0,0,0
FRIENDS OR FOES,Standard,5,BIGTULA,qj6FOc1Z8aeEWmqUk84v,KYZON ALLIANCE,tm_3fapr2cz9,19,22.6,22.61904761904762,10,10,3,3,84,"{""1"":6,""2"":8,""3"":5}","{""1"":17,""2"":4,""3"":9}","{""1"":17,""2"":4,""3"":9}","{""1"":28,""2"":34,""3"":22}",3,17,6,8,5,17,4,9,17,4,9,28,34,22,KZ GILLIFANT,Class 1,65,336,0,401,6.33,6.333333333333333,0,0,0
FRIENDS OR FOES,Standard,5,DERAZ,pPvCKKzMoO9wgFzAq0sd,DEVELOPERS,tm_w0a02yn8h,19,33.3,33.33333333333333,14,14,3,3,57,"{""1"":9,""2"":6,""3"":4}","{""1"":9,""2"":16,""3"":17}","{""1"":9,""2"":16,""3"":17}","{""1"":21,""2"":12,""3"":24}",10,18,9,6,4,9,16,17,9,16,17,21,12,24,DERAZYT.DXV,Class 1,40,228,0,268,6.33,6.333333333333333,0,0,0
FRIENDS OR FOES,Standard,5,LAZY,Tmdfj4k7UPoE2wFXGHxJ,REMEDIUM INVICTUS,tm_kdh97vkx3,19,36.5,36.53846153846153,10,10,3,3,52,"{""1"":0,""2"":7,""3"":12}","{""1"":20,""2"":7,""3"":3}","{""1"":20,""2"":7,""3"":3}","{""1"":3,""2"":17,""3"":32}",9,19,0,7,12,20,7,3,20,7,3,3,17,32,水RDM・LAZY,Class 1,70,208,0,278,6.33,6.333333333333333,0,0,0
FRIENDS OR FOES,Standard,5,POPE,EHyRjfeTvbYD9VvE9H1H,CIAO HUNTERS X,tm_twhkzzdmf,19,30.2,30.158730158730158,8.33,8.333333333333334,3,3,63,"{""1"":0,""2"":6,""3"":13}","{""1"":21,""2"":3,""3"":1}","{""1"":21,""2"":3,""3"":1}","{""1"":2,""2"":27,""3"":34}",7,20,0,6,13,21,3,1,21,3,1,2,27,34,GENESIS¹.CHX,Class 1,95,252,0,347,6.33,6.333333333333333,0,0,0
FRIENDS OR FOES,Standard,5,WINDIGO,Y3hmYqIvBg07ApvAvtRu,MAIN CHARACTERS OG,tm_mgol0xhrx,18,24,24,5.33,5.333333333333333,3,3,75,"{""1"":10,""2"":4,""3"":4}","{""1"":3,""2"":2,""3"":11}","{""1"":3,""2"":2,""3"":11}","{""1"":30,""2"":20,""3"":25}",4,21,10,4,4,3,2,11,3,2,11,30,20,25,MC丨NASTYA,Class 1,100,300,0,400,6,6,0,0,0
FRIENDS OR FOES,Standard,5,LXST,AiwEpwWBvqiSpmaA7Huh,MERCILESS ESPORTS,tm_sip25jqm7,18,40,40,9.67,9.666666666666666,3,3,45,"{""1"":4,""2"":7,""3"":7}","{""1"":8,""2"":5,""3"":16}","{""1"":8,""2"":5,""3"":16}","{""1"":13,""2"":17,""3"":15}",14,22,4,7,7,8,5,16,8,5,16,13,17,15,MŁ・LXST,Class 1,60,180,0,240,6,6,0,0,0
FRIENDS OR FOES,Standard,5,IDIVYNE,EUVvfZ1fKDe844RVNXE2,KYZON ESPORTS,tm_yvpteelv4,17,26.6,26.5625,14.33,14.333333333333334,3,3,64,"{""1"":7,""2"":9,""3"":1}","{""1"":12,""2"":12,""3"":19}","{""1"":12,""2"":12,""3"":19}","{""1"":26,""2"":31,""3"":7}",8,23,7,9,1,12,12,19,12,12,19,26,31,7,KZ • DIVYNE,Class 1,40,256,0,296,5.67,5.666666666666667,0,0,0
FRIENDS OR FOES,Standard,5,APOSTLE,L1LKfVKd47rwlshv2vY1,CIAO HUNTERS X,tm_twhkzzdmf,17,27,26.984126984126984,8.33,8.333333333333334,3,3,63,"{""1"":1,""2"":8,""3"":8}","{""1"":21,""2"":3,""3"":1}","{""1"":21,""2"":3,""3"":1}","{""1"":2,""2"":27,""3"":34}",7,24,1,8,8,21,3,1,21,3,1,2,27,34,APOSTLEOP.CHX,Class 1,95,252,0,347,5.67,5.666666666666667,0,0,0
FRIENDS OR FOES,Standard,5,LARRYCODM,IsJGFwRijyY55ezUgJMG,VORTEX ONE,tm_4oss9tizq,17,20,20,10.67,10.666666666666666,3,3,85,"{""1"":7,""2"":10,""3"":0}","{""1"":5,""2"":6,""3"":21}","{""1"":5,""2"":6,""3"":21}","{""1"":27,""2"":56,""3"":2}",5,25,7,10,0,5,6,21,5,6,21,27,56,2,RARRI.VRX,Class 1,55,340,0,395,5.67,5.666666666666667,0,0,0
FRIENDS OR FOES,Standard,5,YUSUF,qKQQ85V7nwqlL2KDXoGl,ENVY 7 ONE,tm_ubz3oae5j,17,19.3,19.318181818181817,8,8,3,3,88,"{""1"":6,""2"":7,""3"":4}","{""1"":6,""2"":11,""3"":7}","{""1"":6,""2"":11,""3"":7}","{""1"":34,""2"":27,""3"":27}",2,26,6,7,4,6,11,7,6,11,7,34,27,27,YUSUF.SVN¹,Class 1,55,352,0,407,5.67,5.666666666666667,0,0,0
FRIENDS OR FOES,Standard,5,SHINIGAMI,WFVAap5uGud4aOIhxsKI,7G NEW TAKERS,NpKzXoJZdBhUMOLnmCxj,16,41,41.02564102564102,5.67,5.666666666666667,3,3,39,"{""1"":8,""2"":4,""3"":4}","{""1"":4,""2"":1,""3"":12}","{""1"":4,""2"":1,""3"":12}","{""1"":17,""2"":14,""3"":8}",11,27,8,4,4,4,1,12,4,1,12,17,14,8,7Ɠ・FUJIMOTO,Class 1,100,156,0,256,5.33,5.333333333333333,0,0,0
FRIENDS OR FOES,Standard,5,RUSTY,GQC099yRTvpPKG2zBXZD,⁠FAZE RAIDERS,VBWUGsiSMKIkkTYb3TSn,16,29.1,29.09090909090909,16.33,16.333333333333332,3,3,55,"{""1"":6,""2"":3,""3"":7}","{""1"":13,""2"":18,""3"":18}","{""1"":13,""2"":18,""3"":18}","{""1"":22,""2"":10,""3"":23}",13,28,6,3,7,13,18,18,13,18,18,22,10,23,ҒZ HEKI,Class 1,35,220,0,255,5.33,5.333333333333333,0,0,0
FRIENDS OR FOES,Standard,5,GIANT,hBECUtYPJyNHl9P8uRjR,⁠FAZE RAIDERS,VBWUGsiSMKIkkTYb3TSn,16,29.1,29.09090909090909,16.33,16.333333333333332,3,3,55,"{""1"":10,""2"":1,""3"":5}","{""1"":13,""2"":18,""3"":18}","{""1"":13,""2"":18,""3"":18}","{""1"":22,""2"":10,""3"":23}",13,29,10,1,5,13,18,18,13,18,18,22,10,23,ғZ MALVADO,Transferred In,35,220,0,255,5.33,5.333333333333333,0,0,0
FRIENDS OR FOES,Standard,5,ATTIEKE,0ZiIKcgXBKZnIVK3RY5b,Marines Cartel,o7Dp7knjVTxhemRjJF7R,15,37.5,37.5,9,9,3,3,40,"{""1"":4,""2"":4,""3"":7}","{""1"":10,""2"":13,""3"":4}","{""1"":10,""2"":13,""3"":4}","{""1"":10,""2"":10,""3"":20}",15,30,4,4,7,10,13,4,10,13,4,10,10,20,M7・DAVE | ¹LT,Class 1,70,160,0,230,5,5,0,0,0
FRIENDS OR FOES,Standard,5,MAYHEM,w0TDikwzq62t4ST2ZjeZ,KYZON ESPORTS,tm_yvpteelv4,15,23.4,23.4375,14.33,14.333333333333334,3,3,64,"{""1"":8,""2"":6,""3"":1}","{""1"":12,""2"":12,""3"":19}","{""1"":12,""2"":12,""3"":19}","{""1"":26,""2"":31,""3"":7}",8,31,8,6,1,12,12,19,12,12,19,26,31,7,ҞZ・APE২,Class 1,40,256,0,296,5,5,0,0,0
FRIENDS OR FOES,Standard,5,CEEJAY,p_q0z253rna,⁠FAZE RAIDERS,VBWUGsiSMKIkkTYb3TSn,15,27.3,27.27272727272727,16.33,16.333333333333332,3,3,55,"{""1"":5,""2"":5,""3"":5}","{""1"":13,""2"":18,""3"":18}","{""1"":13,""2"":18,""3"":18}","{""1"":22,""2"":10,""3"":23}",13,32,5,5,5,13,18,18,13,18,18,22,10,23,ҒZ JAPAN,Class 1,35,220,0,255,5,5,0,0,0
FRIENDS OR FOES,Standard,5,CHEF PUNK,1LO5N9nzQfk09XHoISVW,PREACHER X,tm_c0yc4xjf4,15,27.8,27.77777777777778,16.33,16.333333333333332,3,3,54,"{""1"":5,""2"":5,""3"":5}","{""1"":14,""2"":20,""3"":15}","{""1"":14,""2"":20,""3"":15}","{""1"":17,""2"":10,""3"":27}",12,33,5,5,5,14,20,15,14,20,15,17,10,27,PЯX・OBTAINER,Class 1,40,216,0,256,5,5,0,0,0
FRIENDS OR FOES,Standard,5,NURUTA,UiCvqj6uu4EoGsvi2kLs,CIAO HUNTERS X,tm_twhkzzdmf,15,23.8,23.809523809523807,8.33,8.333333333333334,3,3,63,"{""1"":1,""2"":5,""3"":9}","{""1"":21,""2"":3,""3"":1}","{""1"":21,""2"":3,""3"":1}","{""1"":2,""2"":27,""3"":34}",7,34,1,5,9,21,3,1,21,3,1,2,27,34,NURUTA.CHX,Class 1,95,252,0,347,5,5,0,0,0
FRIENDS OR FOES,Standard,5,SAVAGE,Hq5gw6eD9HnU8lTr2RHZ,FEARLESS WARRIORS,tm_rgqdo8wje,15,39.5,39.473684210526315,13.67,13.666666666666666,3,3,38,"{""1"":6,""2"":3,""3"":6}","{""1"":16,""2"":15,""3"":10}","{""1"":16,""2"":15,""3"":10}","{""1"":11,""2"":11,""3"":16}",17,35,6,3,6,16,15,10,16,15,10,11,11,16,ƑW・SAVAGEYT,Class 1,45,152,0,197,5,5,0,0,0
FRIENDS OR FOES,Standard,5,JOJO,T2sK7jSZkJqKgLswvF1g,REMEDIUM INVICTUS,tm_kdh97vkx3,14,26.9,26.923076923076923,10,10,3,3,52,"{""1"":2,""2"":5,""3"":7}","{""1"":20,""2"":7,""3"":3}","{""1"":20,""2"":7,""3"":3}","{""1"":3,""2"":17,""3"":32}",9,36,2,5,7,20,7,3,20,7,3,3,17,32,水RDM・JOJO,Class 1,70,208,0,278,4.67,4.666666666666667,0,0,0
FRIENDS OR FOES,Standard,5,SAMMY,CRgmZpi6YPL39TOInRBz,REMEDIUM INVICTUS,tm_kdh97vkx3,14,26.9,26.923076923076923,10,10,3,3,52,"{""1"":1,""2"":4,""3"":9}","{""1"":20,""2"":7,""3"":3}","{""1"":20,""2"":7,""3"":3}","{""1"":3,""2"":17,""3"":32}",9,37,1,4,9,20,7,3,20,7,3,3,17,32,水RDM • SAMMY.+,Class 1,70,208,0,278,4.67,4.666666666666667,0,0,0
FRIENDS OR FOES,Standard,5,AIMBOTONIPAD,bNNoVfpqP2dN4eICglng,KYZON ALLIANCE,tm_3fapr2cz9,13,15.5,15.476190476190476,10,10,3,3,84,"{""1"":5,""2"":6,""3"":2}","{""1"":17,""2"":4,""3"":9}","{""1"":17,""2"":4,""3"":9}","{""1"":28,""2"":34,""3"":22}",3,38,5,6,2,17,4,9,17,4,9,28,34,22,ҞZ GRYPHON,Class 1,65,336,0,401,4.33,4.333333333333333,0,0,0
FRIENDS OR FOES,Standard,5,A1,VOElYffXxZkcpmPLe4T4,MERCILESS ESPORTS,tm_sip25jqm7,13,28.9,28.888888888888886,9.67,9.666666666666666,3,3,45,"{""1"":4,""2"":4,""3"":5}","{""1"":8,""2"":5,""3"":16}","{""1"":8,""2"":5,""3"":16}","{""1"":13,""2"":17,""3"":15}",14,39,4,4,5,8,5,16,8,5,16,13,17,15,MŁ • A1,Class 1,60,180,0,240,4.33,4.333333333333333,0,0,0
FRIENDS OR FOES,Standard,5,YAMII,JEnWA5TkFzeJpFKvyVQA,PREACHER X,tm_c0yc4xjf4,13,24.1,24.074074074074073,16.33,16.333333333333332,3,3,54,"{""1"":2,""2"":3,""3"":8}","{""1"":14,""2"":20,""3"":15}","{""1"":14,""2"":20,""3"":15}","{""1"":17,""2"":10,""3"":27}",12,40,2,3,8,14,20,15,14,20,15,17,10,27,PЯX・YAMII,Class 1,40,216,0,256,4.33,4.333333333333333,0,0,0
FRIENDS OR FOES,Standard,5,DFW,n72Tu2HiBOwdIesxFG6d,PREACHER X,tm_c0yc4xjf4,13,24.1,24.074074074074073,16.33,16.333333333333332,3,3,54,"{""1"":5,""2"":1,""3"":7}","{""1"":14,""2"":20,""3"":15}","{""1"":14,""2"":20,""3"":15}","{""1"":17,""2"":10,""3"":27}",12,41,5,1,7,14,20,15,14,20,15,17,10,27,PЯX・DFW,Class 1,40,216,0,256,4.33,4.333333333333333,0,0,0
FRIENDS OR FOES,Standard,5,ALLFATHER,eZr86KcPlEoSTarsNbR0,TEAM X,D2dU5QVY9U6g9t3bKk9C,13,19.4,19.402985074626866,5,5,3,3,67,"{""1"":9,""2"":3,""3"":1}","{""1"":2,""2"":8,""3"":5}","{""1"":2,""2"":8,""3"":5}","{""1"":38,""2"":14,""3"":15}",6,42,9,3,1,2,8,5,2,8,5,38,14,15,叶°MP-0,Class 1,95,268,0,363,4.33,4.333333333333333,0,0,0
FRIENDS OR FOES,Standard,5,LAN,FvWvZtGG7YSLiq17ZCtE,YVL ZENITH,9QcWKHtOAOLOrVMJNE0C,12,34.3,34.285714285714285,12.33,12.333333333333334,3,3,35,"{""1"":3,""2"":1,""3"":8}","{""1"":18,""2"":17,""3"":2}","{""1"":18,""2"":17,""3"":2}","{""1"":8,""2"":6,""3"":21}",16,43,3,1,8,18,17,2,18,17,2,8,6,21,yvlゝ LAN,Transferred In,65,140,0,205,4,4,0,0,0
FRIENDS OR FOES,Standard,5,JOZZY,FdJ3rIlmedcTFhzRruvA,DEVELOPERS,tm_w0a02yn8h,12,21.1,21.052631578947366,14,14,3,3,57,"{""1"":3,""2"":3,""3"":6}","{""1"":9,""2"":16,""3"":17}","{""1"":9,""2"":16,""3"":17}","{""1"":21,""2"":12,""3"":24}",10,44,3,3,6,9,16,17,9,16,17,21,12,24,BLADE.DXV,Class 1,40,228,0,268,4,4,0,0,0
FRIENDS OR FOES,Standard,5,MAUS,kUOdoGK7ff8eYeZgwvXq,TEAM X,D2dU5QVY9U6g9t3bKk9C,12,17.9,17.91044776119403,5,5,3,3,67,"{""1"":7,""2"":3,""3"":2}","{""1"":2,""2"":8,""3"":5}","{""1"":2,""2"":8,""3"":5}","{""1"":38,""2"":14,""3"":15}",6,45,7,3,2,2,8,5,2,8,5,38,14,15,叶°MAUS,Class 1,95,268,0,363,4,4,0,0,0
FRIENDS OR FOES,Standard,5,TOLU MARTINS,qiDPTJl18fmW4r6n11Pr,CIAO HUNTERS X,tm_twhkzzdmf,12,19,19.047619047619047,8.33,8.333333333333334,3,3,63,"{""1"":0,""2"":8,""3"":4}","{""1"":21,""2"":3,""3"":1}","{""1"":21,""2"":3,""3"":1}","{""1"":2,""2"":27,""3"":34}",7,46,0,8,4,21,3,1,21,3,1,2,27,34,ROMANS1:18.CHX,Class 1,95,252,0,347,4,4,0,0,0
FRIENDS OR FOES,Standard,5,GB CRYPTO,OxMhCUSkyAT0LrziaNDP,GOAT ESPORT,tm_ws9x2fl5b,12,37.5,37.5,16.67,16.666666666666668,3,3,32,"{""1"":8,""2"":4,""3"":0}","{""1"":11,""2"":19,""3"":20}","{""1"":11,""2"":19,""3"":20}","{""1"":21,""2"":11,""3"":0}",20,47,8,4,0,11,19,20,11,19,20,21,11,0,毒GOAT CRYPTO,Class 1,35,128,0,163,4,4,0,0,0
FRIENDS OR FOES,Standard,5,NANAYAW,tX7GCLJJ61u8bLkRroBP,GOAT ESPORT,tm_ws9x2fl5b,12,37.5,37.5,16.67,16.666666666666668,3,3,32,"{""1"":9,""2"":3,""3"":0}","{""1"":11,""2"":19,""3"":20}","{""1"":11,""2"":19,""3"":20}","{""1"":21,""2"":11,""3"":0}",20,48,9,3,0,11,19,20,11,19,20,21,11,0,毒GOAT GOAT,Class 1,35,128,0,163,4,4,0,0,0
FRIENDS OR FOES,Standard,5,SNAKE,Cd8QlNwfF9c1FQo5dC2l,MERCILESS ESPORTS,tm_sip25jqm7,11,24.4,24.444444444444443,9.67,9.666666666666666,3,3,45,"{""1"":3,""2"":5,""3"":3}","{""1"":8,""2"":5,""3"":16}","{""1"":8,""2"":5,""3"":16}","{""1"":13,""2"":17,""3"":15}",14,49,3,5,3,8,5,16,8,5,16,13,17,15,ML • SNAKE,Class 1,60,180,0,240,3.67,3.6666666666666665,0,0,0
FRIENDS OR FOES,Standard,5,NAGDY,yFIWbCiDqV5ohHdVZoW9,VORTEX ONE,tm_4oss9tizq,11,12.9,12.941176470588237,10.67,10.666666666666666,2,3,85,"{""2"":10,""3"":1}","{""2"":6,""3"":21}","{""1"":5,""2"":6,""3"":21}","{""1"":27,""2"":56,""3"":2}",5,50,,10,1,,6,21,5,6,21,27,56,2,NAGDY.VRX,Class 1,55,340,0,395,5.5,5.5,0,0,0
